answer,ideal_answer,question,blue score,meteor score,rouge score,SentenceSim score,SimHash score,perplexity score,bleurt score,F1 score,bert score
"5 July 1996 – 14 February 2003) was a female domestic sheep, and the first mammal cloned from an adult somatic cell, using the process of nuclear transfer",05-Jul-96,When was Dolly the Sheep born?,0.0,0.0,0.0,0.20989725,39,2.0,-1.196094036102295,0.0,0.31079236169656116
Archaeological Survey of India is an Indian government agency attached to the Ministry of Culture,Archaeological Survey of India,Who is responsible for maintaining the Taj Mahal?,0.06392786120670757,0.22706834532374098,0.4210526315789474,0.70464087,18,4.6415888336127775,-0.762506365776062,0.47058823529411764,0.3937547028064728
1704-Jul-26-Answer,1704,When was Swift's A Tale of a Tub first published?,0.0,0.0,0.4,0.8182987,25,2.0,-0.7326510548591614,0.0,0.17664523422718048
Karl Landsteiner working at the Pathological-Anatomical Institute of the University of Vienna,Karl Landsteiner,Who first identified blood types?,1.0050780909589607e-156,0.17045454545454544,0.2666666666666667,0.69532406,20,2.8039657955522017,-0.8860675096511841,0.33333333333333337,0.38391588190022635
"16,000 out of 400,000 total pioneers on all trails may have died on the trail","16,000",How many people died on the Oregon Trail?,1.51490562060539e-237,0.036764705882352935,0.21052631578947367,0.2915234,32,1.9096832078208332,-0.9735615253448486,0.13333333333333333,0.2958868475336778
1964-03-01 yes 1964-03-01 yes,1964,When did Ford first produce the Mustang?,0.0,0.0,0.2222222222222222,0.75557995,26,2.0,-0.675338864326477,0.0,0.3242441738645236
"Halimah Yacob, who was elected unopposed at the 2017 presidential election",Halimah Yacob,Who is the current political leader of Singapore?,1.0050780909589607e-156,0.17045454545454544,0.3076923076923077,0.61233455,23,2.8914318356528623,-0.7103154063224792,0.33333333333333337,0.45383902080357075
The Ministry of Justice (Ministério da Justiça),Ministry of Justice,Who is head of the judicial system in Portugal?,1.6529021479918435e-78,0.35052910052910047,0.5,0.7285052,10,3.5360208609744515,-0.7598605155944824,0.6666666666666666,0.5504054969007318
"ships are built and repaired These can be yachts, military vessels, cruise liners or other cargo or passenger ships",a place where ships are built and repaired,What does a shipyard do?,0.10179804978130219,0.24568527918781724,0.37037037037037035,0.7318646,20,8.671397228495849,-0.7993630170822144,0.3846153846153846,0.48265256311582483
4 November 1946—the date when UNESCO's Constitution came into force,Nov-45,"When was the United Nations Educational, Scientific and Cultural Organization formed?",0.0,0.0,0.0,0.27120256,39,2.0,-1.2122280597686768,0.0,0.3933046545301165
22-team peloton 4 UCI Professional Continental teams were given wildcard places into the race,eighteen,How many teams participated in Vuelta a Espana in 2012?,0.0,0.0,0.0,0.031285055,38,2.0,-1.4411544799804688,0.0,0.1570800115403376
1130 – 1200)))),"October 18, 1130 – April 23, 1200",What years did Zhu Xi live?,6.7393716283177006e-155,0.35493827160493824,0.5,0.43338254,22,7.318611420045942,-0.17806242406368256,0.6,0.41518518701195717
Oaxaca de Juárez,Oaxaca de Juárez,What is the capital of Oaxaca?,1.2213386697554703e-77,0.9814814814814815,1.0,1.0,0,3.0000000000000004,0.9141028523445129,1.0,1.0000001192092896
economic policies in causing or ameliorating the Depression,"an initial stock market crash that triggered a ""panic sell-off"" of assets",What was the main cause of the Great Depression?,0.0,0.0,0.0,0.23355606,38,12.999999999999996,-0.7278207540512085,0.0,0.4943705336614089
"51% are Christian, and less than 1% are Jewish, Buddhist, or other religions",5.10%,What percentage of the Egyptian population is Christian?,5.139193493429783e-235,0.03048780487804878,0.0,0.38783357,32,2.0,-1.218424916267395,0.0,0.3351249040828811
"November 30 , 2000 These dates conventionally delimit the period of each year when most tropical cyclones form in the northeastern Pacific Ocean",Nov-08,What was the last Pacific hurricane in 2000?,0.0,0.0,0.0,0.20815891,34,2.0,-1.1853344440460205,0.0,0.2960317541773503
"1931, with main offices at Kronenstraße 24 in the centre of Stuttgart",1931,When was Porsche founded?,1.119372261523858e-236,0.04237288135593221,0.14285714285714288,0.4680524,22,2.0,-0.7329639196395874,0.16666666666666669,0.28962734062224627
"more than 140 individual leagues, containing more than 480 divisions",more than 140,How many professional football leagues are there in the U.K.?,8.486282588647554e-79,0.2505446623093682,0.4615384615384615,0.388072,23,3.464101615137755,-0.9237511157989502,0.4615384615384615,0.5023082332177595
William Bourne recorded in his book Inventions or Devises one of the first plans for an underwater navigation vehicle,William Bourne,Who invented the submarine?,3.0350728482059643e-158,0.1083815028901734,0.1904761904761905,0.5374994,28,2.8746523665981094,-0.9601988792419434,0.21052631578947367,0.33182245641946795
1924-Jul-26-YYYY,1924,When was the Royal Canadian Air Force established?,0.0,0.0,0.4,0.86969596,30,2.0,-0.7467994689941406,0.0,0.3110601842403412
$31billion as of 2018 according to Forbes,$3.1billion as of 2018,How rich is Trump?,4.050364452470092e-78,0.48701298701298706,0.5,0.7092271,16,4.54398764239077,-0.5289207696914673,0.7272727272727273,0.5816435992717743
"December 1, 1994 Using local Scripps cable franchises (since divested), the Federal Communications Commission ""must carry"" provisions of Scripps medium-market television stations, and other small television operators to gain cable carriage, the channel launched on December 1, 1994","December 1, 1994",When was HGTV network started?,2.1445408316589164e-05,0.09294496487119437,0.14285714285714288,0.36611944,29,3.8223708673320913,-1.088979959487915,0.15384615384615385,0.30483521300333516
"Los Angeles, California, during the year 2011;","Los Angeles, California",Where does the story of American Horror Story: Murder House take place?,0.22313016014842982,0.3357712765957447,0.6,0.72026926,19,3.6843697627859715,-0.6014101505279541,0.6666666666666666,0.5426180452108383
"Charles F Brush, this was built by his engineering company at his home and operated from 1886 until 1900",Charles F. Brush,Who developed the first wind turbine to create electricity?,5.694865148642612e-234,0.0546448087431694,0.2727272727272727,0.5533503,19,3.939891557334504,-1.0683448314666748,0.2727272727272727,0.4467842862010002
"happiness, sadness, anger, fear, disgust, and surprise","i.e., happiness, sadness, anger, fear, disgust, and surprise",What are the universal emotions?,0.8385766789076257,0.9833219489981786,0.8750000000000001,0.96692395,2,8.0,0.6209856271743774,0.9333333333333333,0.8196611056725184
Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California Lower California,Lower,What does Baja mean?,1.8422756636523817e-274,0.005549389567147614,0.019801980198019802,0.2558332,23,1.4142135623730951,-0.8428456783294678,0.019801980198019802,0.3089940857887268
1950-05-08-08-08-08,1950,When did Australia join the Korean War?,0.0,0.0,0.2857142857142857,0.7367246,23,2.0,-0.6500752568244934,0.0,0.13373699377883563
"801,000 people live in Jerusalem ","8,01,000",How many people live in Jerusalem?,0.0,0.0,0.2222222222222222,0.29217476,18,2.0,-1.022294044494629,0.33333333333333337,0.497188713401556
Max Verstappen won the race upon his début for his new team Red Bull,Max Verstappen,Who won the 2016 Spanish Grand Prix?,3.6974756643564256e-157,0.146484375,0.23529411764705882,0.6640874,28,2.831166172306495,-0.8759775161743164,0.2666666666666667,0.4628363514647764
"25 years old upon the death of her father, George VI",25,How old was Elizabeth when she ascended the throne?,3.042769277781409e-236,0.04587155963302752,0.16666666666666669,0.28656662,31,1.8778618213234126,-0.9241503477096558,0.18181818181818182,0.18075923745830855
John Bowlby believed that the tendency for primate infants to develop attachments to familiar caregivers was the result of evolutionary pressures,John Bowlby,Who first developed attachment theory in psychology?,1.116540903312628e-158,0.09816753926701571,0.17391304347826084,0.39477924,25,2.8863610719636017,-0.961646318435669,0.1904761904761905,0.3451946341991425
31 October 1918) - the same day that Hungary terminated its political union with Austria,31-Oct-18,When did Count István Tisza de Borosjenő et Szeged die?,0.0,0.0,0.11764705882352941,0.27826804,32,2.0,-1.14500892162323,0.0,0.5134680848568678
"May 19, 2009, in the pilot episode","May 19, 2009",When did the character Emma Pillsbury Schuester first appear on Glee?,0.2865047968601901,0.3713235294117647,0.6,0.61019474,25,3.6843697627859715,-0.6035580039024353,0.6666666666666666,0.5666579670376248
a member of the Umayyad clan,second of the four major caliphates established after the death of Muhammad,What is an Umayyad caliph?,5.233427736988301e-155,0.15151515151515152,0.2222222222222222,0.26247364,27,10.046450567067554,-0.7293296456336975,0.14285714285714288,0.5400847569108009
"January4, 2015, Tokyo Dome, Tokyo, Japan","anuary4, 2015",When was Wrestle Kingdom 9?,1.0991022854181038e-155,0.10752688172043011,0.25,0.37674674,20,3.0000000000000004,-1.180592656135559,0.25,0.48434426296841016
31 October or in mid-November Luther may have also posted the Theses on the door of All Saints' Church and other churches in Wittenberg in accordance with University custom on 31 October or in mid-November,31 October 1517,When did Luther nail the proclamations to the church door?,1.8930086614924219e-159,0.0573394495412844,0.1,0.27915078,23,3.870626615105149,-1.221771240234375,0.1111111111111111,0.4335296168213799
"November 13, 1837 - November 13, 1837","November 13, 1837",When was Walter William Law born?,0.2865047968601901,0.46691176470588236,0.6666666666666666,0.9677527,3,3.1258608823116263,0.18503016233444214,0.6666666666666666,0.5153610838784112
"1927, Baird transmitted a signal over 438 miles (705km) of telephone line between London and Glasgow",1927,When was television invented?,2.7746464297522072e-239,0.02906976744186046,0.11764705882352941,0.28566808,35,2.0,-0.7176347374916077,0.125,0.23976509340784766
1922 that marked the beginning of Venezuela's modern history as a major producer,1922,When was oil discovered in Venezuela?,4.117940420322104e-237,0.03937007874015748,0.13333333333333333,0.37224716,24,1.896155028678343,-0.718652606010437,0.16666666666666669,0.3098977853854497
a team remains and finishes undefeated and untied,team remains and finishes undefeated and untied,What does a perfect season in football mean?,0.8668778997501817,0.884784293464221,0.9333333333333333,0.95127535,2,5.985349767535915,0.7657650709152222,1.0,0.8118346750736236
filed for bankruptcy and a Certificate of Appointment was issued by the Office of the Superintendent of Bankruptcy,filed for bankruptcy,What happened to Silicone Knights?,8.229315224745907e-80,0.15488215488215487,0.2857142857142857,0.63761014,19,3.8127371719877465,-0.8716262578964233,0.33333333333333337,0.3662671943505605
Kate Oates (born 1979/1980),Kate Oates,Who is head writer for the British soap opera Emmerdale?,2.018753310664318e-155,0.33482142857142855,0.5714285714285715,0.9078201,16,2.449489742783178,-0.7313535213470459,0.6666666666666666,0.575273354848226
peregrine falcon is the fastest bird and the fastest member of the animal kingdom with a diving speed of 389km/h (242mph),peregrine falcon,What is the fastest flying animal?,4.10752443555707e-159,0.08971291866028708,0.16666666666666669,0.6364163,27,2.8863610719636017,-0.8444604873657227,0.21052631578947367,0.5440312527841137
"Belgian Army captain Fafschamps,",Belgian Army,Who invented the mitrailleuse?,3.3283615235885645e-155,0.39893617021276595,0.6666666666666666,0.62481487,20,2.449489742783178,-0.6737022399902344,0.6666666666666666,0.47234032303094864
felt-covered rubber compound The felt delays flow separation in the boundary layer which reduces aerodynamic drag and gives the ball better flight properties,filled with air and are surfaced by a uniform felt-covered rubber compound,What is a tennis ball made out of?,1.3625794875335463e-78,0.17123287671232876,0.2702702702702703,0.60056937,26,12.820287620814396,-0.9243714809417725,0.25806451612903225,0.5124136018753052
"You Were on My Mind Stewart made several changes to the original Sylvia Tyson composition, and the song went directly to the Billboard Top Five in 1965",You Were on My Mind,What was We Five's first album?,0.010051835744633586,0.19377431906614787,0.3125,0.39996696,23,5.800802197892612,-1.1249674558639526,0.3448275862068966,0.400805039464363
